brief_name,eng_name,name
-1,-1,CÔNG TY TNHH TRANG TRÍ NỘI THẤT HẠT TIÊU - CHI NHÁNH TPHCM
CTY TNHH VẬN TẢI MINH ĐẠO,MINH DAO CARRIAGE COMPANY LIMITED,CÔNG TY TNHH VẬN TẢI MINH ĐẠO
-1,-1,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN DUY TÍN
"LOG X CO., LTD","LOG X CO., LTD",CÔNG TY TNHH LOG X
"MITEC .,JSC","MITEC .,JSC",CÔNG TY CỔ PHẦN ỨNG DỤNG KHOA HỌC VÀ CÔNG NGHỆ - MITEC
-1,-1,CÔNG TY TNHH GIẢI TRÍ TIẾN PHÁT
"VIET DUC CONSTRUCTION.,JSC","VIET DUC CONSTRUCTION.,JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VIỆT ĐỨC
-1,-1,CÔNG TY CỔ PHẦN Ô TÔ TRƯỜNG SƠN BẮC GIANG
CTY TNHH KT CƠ KHÍ PHƯƠNG THÀNH PHÁT,CTY TNHH KT CƠ KHÍ PHƯƠNG THÀNH PHÁT,CÔNG TY TNHH KỸ THUẬT CƠ KHÍ PHƯƠNG THÀNH PHÁT
THE GOLDEN ERA CORPORATION,THE GOLDEN ERA CORPORATION,CÔNG TY CỔ PHẦN KỶ NGUYÊN VÀNG
-1,-1,CÔNG TY TNHH TRÒ CHƠI GIẢI TRÍ KIM LOAN - CHI NHÁNH 6
-1,-1,CÔNG TY CỔ PHẦN TRUYỀN THÔNG TIN MAY MẮN
GLOBAL GOLD LAND,GLOBAL GOLD LAND,CÔNG TY CỔ PHẦN ĐẤT VÀNG TOÀN CẦU
"VINA KSUN .,JSC","VINA KSUN .,JSC",CÔNG TY CỔ PHẦN KSUN VIỆT NAM
MUINE LAND JSC,MUINE LAND INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN MŨI NÉ LAND
"MTV INTERIOR CO.,LTD","MTV INTERIOR CO.,LTD",CÔNG TY TNHH TRANG TRÍ NỘI THẤT MTV
SUNRISE VIET TRANSPORT JOINT STOCK COMPANY,SUNRISE VIET TRANSPORT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN VẬN TẢI BÌNH MINH VIỆT
HA TA CO VIET NAM CORP,HA TA CO VIET NAM CORP,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ HA TA CO VIỆT NAM
"TOAN SONG PHAT., JSC","TOAN SONG PHAT., JSC",CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ TOÀN SONG PHÁT
HOANG KIM ART & MEDIA,Hoang Kim Art & Media Company Limited,Công Ty TNHH Mỹ Thuật & Truyền Thông Hoàng Kim
CÔNG TY TNHH SX TM TIẾN ĐẠI THÀNH PHÁT,CÔNG TY TNHH SX TM TIẾN ĐẠI THÀNH PHÁT,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI TIẾN ĐẠI THÀNH PHÁT
"MFH CO.,LTD",MFH COMPANY LIMITED,CÔNG TY TRÁCH NHIỆM HỮU HẠN MFH
"N.N.N. CO., LTD","N.N.N. CO., LTD",CÔNG TY TNHH MTV N.N.N
-1,-1,CÔNG TY TNHH CƠ KHÍ VPT
LASPHARM,: LAM SON TRADE OF PHARMA COMPANY CO LTD,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM LAM SƠN
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MINH BẢO LONG VINA
"TDE CONSULTANT, TECHNOLOGY & EQUIPMENT JOINT STOCK COMPANY","TDE CONSULTANT, TECHNOLOGY & EQUIPMENT JOINT STOCK COMPANY","CÔNG TY CỔ PHẦN TƯ VẤN,CÔNG NGHỆ VÀ THIẾT BỊ - TDE"
CÔNG TY SX & XNK ĐẦU TƯ NAM SƠN,CÔNG TY SX & XNK ĐẦU TƯ NAM SƠN,CÔNG TY TNHH SẢN XUẤT VÀ XUẤT NHẬP KHẨU ĐẦU TƯ NAM SƠN
-1,"QUY TOAN CO., LTD",CÔNG TY TNHH QUY TOÀN
CTY CP ĐT TM&DL VT HÙNG VƯƠNG,CTY CP ĐT TM&DL VT HÙNG VƯƠNG,CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI VÀ DU LỊCH VẬN TẢI HÙNG VƯƠNG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN CAFÉ CHU
CHAN NGUYEN TRADING ONE MEMBER COMPANY LIMITED,CHAN NGUYEN TRADING ONE MEMBER COMPANY LIMITED,CÔNG TY TNHH GIẤY ĐĂK LĂK
-1,Công Ty TNHH Sản Xuất Và Thương Mại Đại Thanh Vĩnh Phúc,Công Ty TNHH Sản Xuất Và Thương Mại Đại Thanh Vĩnh Phúc
"HA THANH ARCHITECTURE., JSC","HA THANH ARCHITECTURE., JSC",CÔNG TY CỔ PHẦN KIẾN TRÚC - XÂY DỰNG HÀ THÀNH
TAN TRUONG PHAT DISTRIBUTORS COMPANY LIMITED,TAN TRUONG PHAT DISTRIBUTORS COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN NHÀ PHÂN PHỐI TÂN TRƯỜNG PHÁT
-1,-1,CÔNG TY TNHH DU LỊCH DỊCH VỤ THE VIEW
THANH NAM EQUIPMENT IMPORT EXPORT TRADING COMPANY LIMITED,THANH NAM EQUIPMENT IMPORT EXPORT TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MAÊI XUÂT NHÂÊP KHÂU THIẾT BỊ THANH NAM
-1,-1,CÔNG TY CỔ PHẦN TRƯỜNG NGUYÊN
-1,-1,CÔNG TY CỔ PHẦN KIẾN TRÚC VÀ XÂY DỰNG VIỆT HƯNG THỊNH
-1,"TRAN ANH DIGITAL WORLD.,JSC - HAI DUONG BRANCH",CÔNG TY CỔ PHẦN THẾ GIỚI SỐ TRẦN ANH - CHI NHÁNH HẢI DƯƠNG
"HQA .,JSC","HQA .,JSC",CÔNG TY CỔ PHẦN HÀ QUANG
-1,-1,CÔNG TY CỔ PHẦN KINH DOANH TỔNG HỢP THẠCH THẤT
"MS HARAM CO., LTD","MS HARAM CO., LTD",CÔNG TY TNHH MỘT THÀNH VIÊN MS HARAM
SAIGON IMAGING DIANOSTIC COMPANY LIMITED,SAIGON IMAGING DIANOSTIC COMPANY LIMITED,CÔNG TY TNHH CHẨN ĐOÁN HÌNH ẢNH KỸ THUẬT CAO SÀI GÒN
THU DO FOOD AND AGRICULTURAL JOINT STOCK COMPANY,Thu Do Food And Agricultural Joint Stock Company,Công Ty Cổ Phần Nông Sản Và Thực Phẩm Thủ Đô
"TRUONG THANH NGUYEN TRADING SERVICE CO.,LTD","TRUONG THANH NGUYEN TRADING SERVICE CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TRƯỜNG THANH NGUYỄN
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN DỊCH VỤ & THƯƠNG MẠI CƠ KHÍ ĐỨC TÙNG
-1,-1,CÔNG TY TNHH MỸ THUẬT SINH VẬT CẢNH
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐÀO TẠO KIẾN TRẦN
BIG WHALE COMPANY LIMITED,BIG WHALE COMPANY LIMITED,CÔNG TY TNHH BIG WHALE
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ ĐẠI AN KM
-1,-1,CÔNG TY TNHH BCB
-1,-1,CÔNG TY TNHH VẬT LIỆU XÂY DỰNG MINH TRÍ THÀNH
"EDUMEDIA.,JSC","EDUMEDIA.,JSC",CÔNG TY CỔ PHẦN TRUYỀN THÔNG GIÁO DỤC EDUMEDIA VIỆT NAM
-1,"THUY TU ONE MEMBER CO., LTD",CÔNG TY TNHH MỘT THÀNH VIÊN THỦY TÚ
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN HÀ MY CG
XHCM,XHCM,CÔNG TY TNHH MỘT THÀNH VIÊN XUÂN HÀ CÀ MAU
CTY TNHH MTV HẢO HIỀN TRANG,CTY TNHH MTV HẢO HIỀN TRANG,CÔNG TY TNHH MỘT THÀNH VIÊN HẢO HIỀN TRANG
"DP TECHNOLOGY TM DV CO.,LTD",DAI PHAT TECHNOLOGY TM DV COMPANY LIMITED,CÔNG TY TNHH TM DV KỸ THUẬT ĐẠI PHÁT
LONG HANH PHUC JSC,LONG HANH PHUC JSC,CÔNG TY CỔ PHẦN LONG HẠNH PHÚC
-1,-1,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC TRƯỜNG THÀNH
DONG A JOINT STOCK CPMPANY,DONG A JOINT STOCK CPMPANY,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI ĐÔNG Á
-1,-1,CÔNG TY CP KHAI THÁC CHẾ BIẾN KHOÁNG SẢN MIỀN TRUNG
-1,-1,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI NAM QUÂN
ZMC,ZMC,CÔNG TY CỔ PHẦN ZMC
-1,-1,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI VÀ DỊCH VỤ TRƯỜNG AN GIANG
AN THIEN ENTERTAINMENT AND MUSIC COMANY LIMITED,An Thien Entertainment And Music Comany Limited,Công Ty TNHH Âm Nhạc Và Giải Trí An Thiện
"MIND LAB CO.,LTD","MIND LAB CO.,LTD",CÔNG TY TNHH MIND LAB
"SVK INTERNATIONAL CO., LTD","SVK INTERNATIONAL CO., LTD",CÔNG TY TNHH XUẤT NHẬP KHẨU SAVANA KING INTERNATIONAL
-1,-1,CÔNG TY TNHH VIỄN THÔNG HƯNG PHƯỚC
-1,-1,CÔNG TY TNHH QUẢNG CÁO VÀ PHÁT TRIỂN NGHỆ THUẬT TÙNG LỘC
HONG GIA SYSTEM COMPANY LIMITED,HONG GIA SYSTEM COMPANY LIMITED,CÔNG TY TNHH HỆ THỐNG HỒNG GIA
NGUYEN CHAU TRAVEL SERVICES TRADING COMPANY LIMITED,NGUYEN CHAU TRAVEL SERVICES TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DU LỊCH NGUYỄN CHÂU
CÔNG TY TNHH TMDV VĂN PHÒNG PHẨM NẮNG MAI,Công Ty TNHH Thương Mại Dịch Vụ Văn Phòng Phẩm Nắng Mai,Công Ty TNHH Thương Mại Dịch Vụ Văn Phòng Phẩm Nắng Mai
-1,"GREEN TARA CO.,LTD",CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI TARA XANH
CÔNG TY TNHH MTV TM XD DV THÚY NGUYỄN,CÔNG TY TNHH MTV TM XD DV THÚY NGUYỄN,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN THƯƠNG MẠI XÂY DỰNG DỊCH VỤ THÚY NGUYỄN
"COSMO VIET NAM ., JSC",COSMO VIET NAM JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN COSMO VIỆT NAM
-1,-1,CÔNG TY TNHH ĐẠI VIỆT
-1,-1,Công Ty Cổ Phần Dịch Vụ Và Đầu Tư Pethealth
CÔNG TY TNHH MTV CAO BẮC,Cao Bac One Infrastructure Limited Liability Company,Công Ty TNHH Mtv Xây Dựng Hạ Tầng Cao Bắc
"COCO ENTERTAINMENT CO., LTD",Coco Entertainment Company Limited,Công Ty TNHH Coco Entertainment
"TAN PHUC SERVICES TECHNOLOGY CO.,LTD",TAN PHUC SERVICES TECHNOLOGY COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ KỸ THUÂT TẤN PHÚC
CÔNG TY TNHH THỜI TRANG HƯƠNG NGUYỄN,CÔNG TY TNHH THỜI TRANG HƯƠNG NGUYỄN,CÔNG TY TNHH THỜI TRANG HƯƠNG NGUYỄN
TQH VIET NAM BUSINESS TRADING COMPANY LIMITED,TQH VIET NAM BUSINESS TRADING COMPANY LIMITED,CÔNG TY TNHH KINH DOANH THƯƠNG MẠI TQH VIỆT NAM
-1,-1,CÔNG TY CỔ PHẦN TRUYỀN THÔNG E-PRO
-1,-1,CÔNG TY CỔ PHẦN HOA BANG
"TAMSONLOC CO.,LTD","TAMSONLOC CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG VÀ THƯƠNG MẠI TAM SƠN LỘC
"V.A.N ARCHITECHTURE CO., LTD","V.A.N ARCHITECHTURE CO., LTD",CÔNG TY TNHH KIẾN TRÚC VAN
-1,-1,CÔNG TY TNHH TRANG THIẾT BỊ Y TẾ YTC
"YIN EAGLE MEDIA CO.,LTD",YIN EAGLE MEDIA COMPANY LIMITED,Công Ty TNHH Truyền Thông Yin Eagle
-1,-1,CÔNG TY TNHH XÂY DỰNG PHÚ MẠI
THANH THUY TRADING AND SERVICES COMPANY LIMITED,THANH THUY TRADING AND SERVICES COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI THANH THUÝ
-1,MY VIET INTERNATIONAL EDUCATION DEVELOPMENT AND INVESTMENT J,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN GIÁO DỤC QUỐC TẾ MỸ VIỆT
-1,-1,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN PV PETRO
LVV,"Logisvalley Vina Co., Ltd",Công Ty TNHH Logisvalley Vina
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN TRANA HUY HOÀNG
-1,CÔNG TY TNHH 1TV TIN HỌC VÀ ĐẦU TƯ QUANG ANH,CÔNG TY TNHH MỘT THÀNH VIÊN TIN HỌC VÀ ĐẦU TƯ XÂY DỰNG QUANG ANH
"K&Đ TRADING CO.,LTD","K&Đ TRADING CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI K&Đ
-1,-1,CÔNG TY TNHH TM NGUYÊN NHẬT
CÔNG TY CHÈ ĐẶC SẢN YÊN NINH TỈNH YÊN BÁI,CÔNG TY CHÈ ĐẶC SẢN YÊN NINH TỈNH YÊN BÁI,CÔNG TY CHÈ ĐẶC SẢN YÊN NINH TỈNH YÊN BÁI
-1,-1,CÔNG TY TNHH TƯ VẤN XÂY DỰNG TRƯỜNG TÀI PHÁT
-1,Công Ty TNHH Đất Quảng Nam,Công Ty TNHH Đất Quảng Nam
-1,"KSGIMEX CO., LTD",CÔNG TY TNHH KORVIET
-1,-1,CÔNG TY TNHH THƯƠNG MẠI HOÀI PHONG
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN DANH LUÂN
"KIEN VANG HA NOI CO., LTD","KIEN VANG HA NOI CO., LTD",CÔNG TY TNHH KIẾN VÀNG HÀ NỘI
CÔNG TY TNHH MTV HỎA THÀNH CÔNG,CÔNG TY TNHH MTV HỎA THÀNH CÔNG,CÔNG TY TNHH MỘT THÀNH VIÊN HỎA THÀNH CÔNG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN NHÀ TRỌ CƯỜNG THỊNH
-1,-1,CÔNG TY TNHH TƯ VẤN XÂY DỰNG THƯƠNG MẠI HÀ NAM
"AD&I CO.,LTD","AD&I CO.,LTD",CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN TIỀM NĂNG CON NGƯỜI ASEAN
"XUAN TRUONG TECHCON.,JSC","XUAN TRUONG TECHCON.,JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ XÂY DỰNG XUÂN TRƯỜNG
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI XÂY DỰNG VẬN TẢI HẢI PHONG
CTY TNHH XNK VIỆT NAM,CTY TNHH XNK VIỆT NAM,CÔNG TY TNHH XUẤT NHẬP KHẨU USHI VIỆT NAM
"ASEAN CENTRAL CO., LTD","ASEAN CENTRAL CO., LTD",CÔNG TY TNHH ASEAN CENTRAL
"BCHN.,JSC","BCHN.,JSC",CÔNG TY CỔ PHẦN BCHN
-1,-1,CÔNG TY TNHH XÂY DỰNG TỔNG HỢP PHÚ CƯỜNG
NGOC BICH THANH ECONOMIC DEVELOPMENT COMPANY LIMITED,NGOC BICH THANH ECONOMIC DEVELOPMENT COMPANY LIMITED,CÔNG TY TNHH PHÁT TRIỂN KINH TẾ NGỌC BÍCH THÀNH
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHIỆP MIỀN NAM
"ANGDUONG.,JSC","ANGDUONG.,JSC",CÔNG TY CỔ PHẦN CƠ KHÍ VÀ CÔNG NGHIỆP ÁNG DƯƠNG
TRUNG THI TALENT DEFVELOPMENT EDUCATION COMPANY LIMITED,TRUNG THI TALENT DEFVELOPMENT EDUCATION COMPANY LIMITED,CÔNG TY TNHH GIÁO DỤC VÀ PHÁT TRIỂN TÀI NĂNG TRUNG THỊ
"NUTRICARE PHARMA CO.,LTD","NUTRICARE PHARMA CO.,LTD",CÔNG TY TNHH DƯỢC PHẨM NUTRICARE
-1,-1,CÔNG TY TNHH PHAN QUYỀN
-1,-1,CÔNG TY TNHH ĐAN NHÂN
-1,"KYUNG SUN VIETNAM CO.,LTD",CÔNG TY TNHH KYUNG SUN VIỆT NAM
-1,"TRĐ.CO., LTD",CÔNG TY TNHH TRƯỜNG ĐẠT
HUYNHDO COM PANY LIMITED,HUYNHDO COM PANY LIMITED,CÔNG TY TNHH HUYNH ĐÔ
-1,-1,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẦU TƯ PHÁT TRIỂN DU LỊCH LONG HẢI
THUY KHI KINETIC,THUY KHI KINETIC ELECTRIC POWER JOINT STOCK COMPANY,Công Ty Cổ Phần Năng Lượng Điện Thủy Khí Kinetic
CÔNG TY TNHH XÂY DỰNG ĐẠI PHÁT ĐN,CÔNG TY TNHH XÂY DỰNG ĐẠI PHÁT ĐN,CÔNG TY TNHH XÂY DỰNG ĐẠI PHÁT ĐN
"HAEMIL CO.,LTD","HAEMIL CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN HAEMIL
-1,-1,CÔNG TY TNHH NHỰA ASIA
CÔNG TY TNHH CƠ KHÍ MINH TRÚC,CÔNG TY TNHH CƠ KHÍ MINH TRÚC,CÔNG TY TNHH CƠ KHÍ MINH TRÚC
CTY TNHH HƯNG CƯỜNG,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN HƯNG CƯỜNG
"SON THINH ID., JSC","SON THINH ID., JSC",CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN SƠN THỊNH
TƯỜNG NGUYÊN GROUP,TƯỜNG NGUYÊN GROUP,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO TƯỜNG NGUYÊN GROUP
-1,-1,CÔNG TY TNHH CAO BẮC HẢI AN
CÔNG TY DỊCH VỤ GIẢI PHÁP DOANH NGHIỆP QN,CONG TY DICH VU GIAI PHAP DOANH NGHIEP QN,CÔNG TY TNHH DỊCH VỤ GIẢI PHÁP DOANH NGHIỆP QN
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN NGUYỆT THẮNG
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN ATTRACTION - CHI NHÁNH HAPPY 100
BAO CHAU FURNITURES AND CONSTRUCTION COMPANY LIMITED,BAO CHAU FURNITURES AND CONSTRUCTION COMPANY LIMITED,CÔNG TY TNHH XÂY DỰNG VÀ NỘI THẤT BẢO CHÂU
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ KIM YẾN
-1,-1,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT QUANG VINH VÀ VINH PHƯỢNG
-1,-1,CÔNG TY TNHH ÁNH DƯƠNG
-1,-1,CÔNG TY TNHH XUẤT NHẬP KHẨU NÔNG SẢN SÔNG MÃ
-1,-1,CÔNG TY TNHH XÂY LẮP ĐIỆN LÂM AN
"FUDO CO., LTD",FUDO COMPANY LIMITED,CÔNG TY TNHH FUDO
-1,-1,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI NỘI THẤT HÀN VIỆT
-1,-1,CÔNG TY TNHH THƯƠNG MẠI CHINH PHONG
-1,-1,CÔNG TY TNHH TÀU HỦ THU HÀ
HA NAM AGRICO (HNA),HA NAM AGRICO (HNA),CÔNG TY CỔ PHẦN ĐẦU TƯ NÔNG NGHIỆP HÀ NAM
LIXIN VENEER VIET NAM,LIXIN VENEER VIET NAM COMPANY LIMITED,CÔNG TY TNHH LIXIN VENEER VIỆT NAM
HA NOI FOOD - INUSTRY JOINT STOCK COMPANY,HA NOI FOOD - INUSTRY JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN KỸ NGHỆ THỰC PHẨM HÀ NỘI
BEN TRE.BL TOURIST,BEN TRE.BL TOURIST,CÔNG TY CỔ PHẦN DU LỊCH BA LAI - BẾN TRE
-1,-1,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ KINH DOANH XUẤT NHẬP KHẨU TRƯỜNG AN
"AN THINH SHIPPING SERVICE CO.,LTD","AN THINH SHIPPING SERVICE CO.,LTD",CÔNG TY TNHH DỊCH VỤ HÀNG HẢI AN THỊNH
-1,-1,CÔNG TY TNHH THƯƠNG MẠI NGỌC QUYÊN
"M.P NHAT THANH CO.,LTD","M.P NHAT THANH CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI M&K
CTC GLOBAL JSC,CTC GLOBAL JSC,CÔNG TY CỔ PHẦN CTC TOÀN CẦU
MINH LONG INTERIOR AND CONSTRUCTION COMPANY LIMITED,Minh Long Interior And Construction Company Limited,Công Ty TNHH Xây Dựng Và Nội Thất Minh Long
-1,KY NGUYEN JSC,CÔNG TY CỔ PHẦN QUẢNG CÁO KỶ NGUYÊN
-1,-1,CÔNG TY TNHH TM & VT AN ĐỨC PHÁT
-1,-1,CÔNG TY TNHH SẢN XUẤT DỊCH VỤ MỸ PHẨM LUXURY PARIS
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI & XÂY DỰNG QUỲNH NGA
"VIETNAM XANH CO., JSC","VIETNAM XANH CO., JSC",CÔNG TY CP ĐẦU TƯ PHÁT TRIỂN VIỆT NAM XANH
-1,TAM TAI DUC SERVICE TRADING PRODUCTION COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ TÂM TÀI ĐỨC
-1,PHU THIEN CONSTRUCTION TRADING COMPANY LIMITED,CÔNG TY TNHH XÂY DỰNG - THƯƠNG MẠI PHÚ THIÊN
CÁT THÀNH CSC CO.LTD,CÁT THÀNH CSC CO.LTD,CÔNG TY CỔ PHẦN ĐẦU TƯ DỊCH VỤ THƯƠNG MẠI VÀ XÂY LẮP TÂN THÀNH
-1,SACONS CONSTRUCTION DESIGN COMPANY LIMITED,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG SACONS
"VUTHILA CO., LTD","VUTHILA CO., LTD",CÔNG TY TNHH MTV THƯƠNG MẠI TỔNG HỢP VŨ THỊ LÀ
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ VIỆT MỸ
TÂM THANH AN,TAM THANH AN,CÔNG TY TNHH TÂM THANH AN
-1,-1,CÔNG TY TNHH MTV GIỎI PHƯƠNG QUỲNH
-1,-1,CÔNG TY TNHH GIA AN BÀ TÔ
-1,Công Ty TNHH Tư Vấn - Dịch Vụ - Kĩ Thuật - Địa Ốc Phú Hưng Thịnh,Công Ty TNHH Tư Vấn - Dịch Vụ - Kĩ Thuật - Địa Ốc Phú Hưng Thịnh
THUẬN THIÊN,THUẬN THIÊN,CÔNG TY TRÁCH NHIỆM HỮU HẠN THUẬN THIÊN
AN PHAT BUSINESS TRADING AND PRODUCTION COMPANY LIMITED,AN PHAT BUSINESS TRADING AND PRODUCTION COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH THƯƠNG MẠI AN PHÁT
-1,-1,CÔNG TY TNHH THƯƠNG MẠI CHOYANG THÁI BÌNH
-1,-1,CÔNG TY TNHH MASSAGE TOKYO
-1,"THIENMINH - ISS.CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THIÊN MINH - ISS
-1,-1,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI HÙNG DŨNG
-1,-1,CÔNG TY TNHH XÂY DỰNG TÂM AN PHÚC
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ KHAI THÁC CÔNG TRÌNH GIAO THÔNG 309
CTY SX TM DV ĐẠI THÀNH BẠC LIÊU,CTY SX TM DV ĐẠI THÀNH BẠC LIÊU,CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ ĐẠI THÀNH BẠC LIÊU
"MINH ANH TRADING MATERIALS AND CONSTRUCTION CO.,LTD",MINH ANH TRADING MATERIALS AND CONTRUCTION COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VẬT LIỆU VÀ XÂY DỰNG MINH ANH
LA LAN LIMITED COMPANY,LA LAN LIMITED COMPANY,CÔNG TY TNHH LA LAN
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ CÔNG NGHỆ HÙNG LAN
ALOTA CORP,ALOTA CORP,CÔNG TY CỔ PHẦN THỰC PHẨM LOTUS AROMA
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN VẬT LIỆU XÂY DỰNG CII E&C
-1,-1,Công Ty TNHH Mtv Xây Dựng Thương Mại Huỳnh Gia
-1,-1,CÔNG TY TNHH SẮT MỸ THUẬT MINH TRUNG
"BAO GIANG FOOD CO., LTD","BAO GIANG FOOD CO., LTD",CÔNG TY TNHH THỰC PHẨM BẢO GIANG
-1,-1,CÔNG TY TNHHPHÁT TRIỂN THƯƠNG MẠI & DỊCH VỤ HOÀN THIỆN CT
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN TUẤN ĐAN VIỆT
-1,-1,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI THỊNH TUYỀN
BACH DANG HA NOI CONSTRUCTION JOINT STOCK COMPANY,BACH DANG HA NOI CONSTRUCTION JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN XÂY DỰNG BẠCH ĐẰNG HÀ NỘI
"VIC CO., LTD","VIC CO., LTD",CÔNG TY TNHH THƯƠNG MẠI- LẮP ĐẶT VẬT LIỆU CÁCH NHIỆT VŨNG TÀU
-1,"NWC CO., LTD",CÔNG TY TNHH XUẤT NHẬP KHẨU-DỊCH VỤ THỦ ĐÔ THẾ GIỚI MỚI
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN XUẤT NHẬP KHẨU THƯƠNG MẠI HIỀN ĐỨC
-1,-1,CÔNG TY CỔ PHẦN ĐỊA ỐC PHƯƠNG ANH
CÔNG TY TNHH THƯƠNG MẠI DUY NGỢI,CÔNG TY TNHH THƯƠNG MẠI DUY NGỢI,CÔNG TY TNHH THƯƠNG MẠI DUY NGỢI
-1,CÔNG TY TNHH MTV XD ÚT NGUYỄN,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG ÚT NGUYỄN
-1,"SUNRISE HONEY-BEE CO.,LTD",CÔNG TY TNHH ONG MẬT BÌNH MINH
-1,-1,CÔNG TY TNHH XE MÁY NGỌC CẨM THẠCH
CÔNG TY TNHH LIÊN PHÁT,CÔNG TY TNHH LIÊN PHÁT,CÔNG TY TNHH MỘT THÀNH VIÊN LIÊN PHÁT - GIA LAI
